Año,Evaluación,Nivel,Grado,UGEL,Gestión,Area,Característica,Ubigeo,Región,Provincia,Distrito,Centro Poblado,Código Modular,Anexo,Nombre de la IE,Sección,Area Academica,Estudiantes programados,Puntaje Promedio,Secciones evaluadas,Cantidad Previo al inicio,Cantidad En inicio,Cantidad En proceso,Cantidad Satisfactorio
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,B,Lectura,121,482,1,,7,11,5
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,D,Matemática,121,476,1,,5,11,7
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,D,Lectura,121,501,1,,5,8,10
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,A,Matemática,121,500,1,1,5,9,11
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,A,Lectura,121,518,1,,5,9,12
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,E,Matemática,121,518,1,1,,9,13
2024,ECE 2024,Primaria,CUARTO,UGEL Andahuaylas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,201426,0,55006,E,Lectura,121,527,1,,2,8,13
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,201434,0,55007,A,Lectura,19,471,1,,7,10,2
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30301,APURÍMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,201434,0,55007,A,Matemática,19,434,1,3,5,8,3
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30303,APURÍMAC,ANTABAMBA,HUAQUIRCA,HUAQUIRCA,201442,0,55008,A,Lectura,10,431,1,1,4,4,1
2024,ECE 2024,Primaria,CUARTO,UGEL Antabamba,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30303,APURÍMAC,ANTABAMBA,HUAQUIRCA,HUAQUIRCA,201442,0,55008,A,Matemática,10,394,1,4,2,4,
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,1328814,0,501208 ERNESTO CASTAÑEDA GARAY,A,Matemática,27,472,1,3,5,11,8
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,1328814,0,501208 ERNESTO CASTAÑEDA GARAY,A,Lectura,27,486,1,,8,11,8
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,410985,0,50627 SAN FRANCISCO DE ASIS,B,Lectura,52,454,1,1,6,6,2
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,410985,0,50627 SAN FRANCISCO DE ASIS,B,Matemática,52,431,1,5,2,6,2
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,410985,0,50627 SAN FRANCISCO DE ASIS,A,Matemática,52,475,1,,1,13,2
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,410985,0,50627 SAN FRANCISCO DE ASIS,A,Lectura,52,495,1,,1,12,3
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,410985,0,50627 SAN FRANCISCO DE ASIS,C,Matemática,52,472,1,,7,7,4
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,410985,0,50627 SAN FRANCISCO DE ASIS,C,Lectura,52,486,1,2,4,4,8
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30505,APURÍMAC,COTABAMBAS,MARA,MARA,411025,0,50631 VIRGEN DEL CARMEN,A,Lectura,36,474,1,1,4,8,4
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30505,APURÍMAC,COTABAMBAS,MARA,MARA,411025,0,50631 VIRGEN DEL CARMEN,A,Matemática,36,492,1,2,3,6,6
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30505,APURÍMAC,COTABAMBAS,MARA,MARA,411025,0,50631 VIRGEN DEL CARMEN,B,Matemática,36,505,1,2,1,7,8
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30505,APURÍMAC,COTABAMBAS,MARA,MARA,411025,0,50631 VIRGEN DEL CARMEN,B,Lectura,36,493,1,,5,5,8
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,411041,0,50633 RICARDO EMILIO VIVANCO SOTA,A,Matemática,79,516,1,1,3,10,11
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,411041,0,50633 RICARDO EMILIO VIVANCO SOTA,C,Matemática,79,525,1,2,2,6,11
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,411041,0,50633 RICARDO EMILIO VIVANCO SOTA,B,Lectura,79,508,1,1,4,12,12
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,411041,0,50633 RICARDO EMILIO VIVANCO SOTA,C,Lectura,79,537,1,1,3,4,13
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,411041,0,50633 RICARDO EMILIO VIVANCO SOTA,A,Lectura,79,519,1,,7,5,13
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,411041,0,50633 RICARDO EMILIO VIVANCO SOTA,B,Matemática,79,527,1,1,5,5,18
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,HAQUIRA,411058,0,50634 JOSE MARIA ARGUEDAS,B,Lectura,71,468,1,3,5,11,5
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,HAQUIRA,411058,0,50634 JOSE MARIA ARGUEDAS,B,Matemática,71,463,1,4,3,11,6
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,HAQUIRA,411058,0,50634 JOSE MARIA ARGUEDAS,C,Matemática,71,498,1,1,4,9,9
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,HAQUIRA,411058,0,50634 JOSE MARIA ARGUEDAS,A,Matemática,71,480,1,2,4,9,9
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,HAQUIRA,411058,0,50634 JOSE MARIA ARGUEDAS,A,Lectura,71,483,1,,11,4,9
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,HAQUIRA,411058,0,50634 JOSE MARIA ARGUEDAS,C,Lectura,71,501,1,1,4,8,10
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30502,APURÍMAC,COTABAMBAS,COTABAMBAS,COTABAMBAS,411082,0,50637 SAN MARTIN DE PORRES,A,Matemática,9,466,1,,4,3,2
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30502,APURÍMAC,COTABAMBAS,COTABAMBAS,COTABAMBAS,411082,0,50637 SAN MARTIN DE PORRES,A,Lectura,9,528,1,,1,5,3
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,COYLLURQUI,411116,0,50640 SAGRADO CORAZON DE JESUS,A,Matemática,20,448,1,2,7,7,4
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,COYLLURQUI,411116,0,50640 SAGRADO CORAZON DE JESUS,A,Lectura,20,458,1,1,8,6,5
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,PFACO,411132,0,50642 INMACULADA CONCEPCION,A,Lectura,7,418,1,1,4,2,
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,PFACO,411132,0,50642 INMACULADA CONCEPCION,A,Matemática,7,409,1,1,2,4,
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,UMUYTO,411272,0,50656 JUAN ESPINOZA MEDRANO,A,Lectura,14,507,1,,3,5,6
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30504,APURÍMAC,COTABAMBAS,HAQUIRA,UMUYTO,411272,0,50656 JUAN ESPINOZA MEDRANO,A,Matemática,14,526,1,,2,6,6
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHOAQUERE,204461,0,50667 DIVINO NIÑO JESUS,A,Lectura,7,471,1,1,1,2,2
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,CHOAQUERE,204461,0,50667 DIVINO NIÑO JESUS,A,Matemática,7,453,1,2,,2,2
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,QUEUÑA,204479,0,50668 PUYA RAIMONDI,A,Matemática,16,453,1,2,3,7,4
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,QUEUÑA,204479,0,50668 PUYA RAIMONDI,A,Lectura,16,448,1,1,5,10,
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,ACPITAN,204750,0,50696 PATRON SAN ISIDRO,A,Lectura,12,457,1,,5,6,1
2024,ECE 2024,Primaria,CUARTO,UGEL Cotabambas,ESTATAL,RURAL,UNIDOCENTE / MULTIGRADO,30503,APURÍMAC,COTABAMBAS,COYLLURQUI,ACPITAN,204750,0,50696 PATRON SAN ISIDRO,A,Matemática,12,456,1,,4,6,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285510,0,54003 NUESTRA SEÑORA DEL ROSARIO,B,Lectura,84,518,1,,1,15,11
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285510,0,54003 NUESTRA SEÑORA DEL ROSARIO,C,Matemática,84,506,1,1,4,11,12
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285510,0,54003 NUESTRA SEÑORA DEL ROSARIO,C,Lectura,84,506,1,,2,14,12
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285510,0,54003 NUESTRA SEÑORA DEL ROSARIO,A,Lectura,84,531,1,,2,12,14
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285510,0,54003 NUESTRA SEÑORA DEL ROSARIO,B,Matemática,84,529,1,,,12,15
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285510,0,54003 NUESTRA SEÑORA DEL ROSARIO,A,Matemática,84,528,1,,4,9,15
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285528,0,54004 FRAY ARMANDO BONIFAZ,B,Lectura,76,440,1,1,12,9,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285528,0,54004 FRAY ARMANDO BONIFAZ,B,Matemática,76,446,1,5,6,7,6
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285528,0,54004 FRAY ARMANDO BONIFAZ,C,Lectura,76,467,1,,9,9,6
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285528,0,54004 FRAY ARMANDO BONIFAZ,C,Matemática,76,474,1,2,5,10,7
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285528,0,54004 FRAY ARMANDO BONIFAZ,A,Lectura,76,509,1,,4,11,10
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285528,0,54004 FRAY ARMANDO BONIFAZ,A,Matemática,76,507,1,,1,12,12
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,D,Lectura,167,517,1,,4,18,12
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,A,Matemática,167,541,1,1,3,10,17
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,E,Lectura,167,554,1,,1,12,17
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,A,Lectura,167,532,1,,4,10,17
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,B,Lectura,167,524,1,,5,10,17
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,D,Matemática,167,546,1,1,1,14,18
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,B,Matemática,167,550,1,2,1,8,21
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,E,Matemática,167,586,1,,1,8,21
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,C,Lectura,167,544,1,,,10,28
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285536,0,54005 MIGUEL GRAU,C,Matemática,167,600,1,,,6,32
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285544,0,54006 SAGRADO CORAZON DE JESUS,B,Lectura,84,457,1,1,12,12,4
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285544,0,54006 SAGRADO CORAZON DE JESUS,A,Lectura,84,456,1,5,6,13,4
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285544,0,54006 SAGRADO CORAZON DE JESUS,B,Matemática,84,436,1,4,9,10,6
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285544,0,54006 SAGRADO CORAZON DE JESUS,C,Matemática,84,474,1,3,5,9,8
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285544,0,54006 SAGRADO CORAZON DE JESUS,A,Matemática,84,437,1,9,4,7,8
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285544,0,54006 SAGRADO CORAZON DE JESUS,C,Lectura,84,506,1,1,4,10,10
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285551,0,54007 ESTHER ROBERTI GAMERO,B,Matemática,75,433,1,3,9,12,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285551,0,54007 ESTHER ROBERTI GAMERO,B,Lectura,75,458,1,,11,12,3
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285551,0,54007 ESTHER ROBERTI GAMERO,C,Lectura,75,516,1,,1,15,7
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285551,0,54007 ESTHER ROBERTI GAMERO,C,Matemática,75,509,1,,,16,7
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285551,0,54007 ESTHER ROBERTI GAMERO,A,Lectura,75,487,1,,6,12,8
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,ABANCAY,285551,0,54007 ESTHER ROBERTI GAMERO,A,Matemática,75,492,1,,4,14,8
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,CENTENARIO,285569,0,54008 DIVINO MAESTRO,A,Lectura,44,546,1,,2,5,15
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,CENTENARIO,285569,0,54008 DIVINO MAESTRO,B,Matemática,44,565,1,,1,6,15
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,CENTENARIO,285569,0,54008 DIVINO MAESTRO,B,Lectura,44,553,1,,1,5,16
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30101,APURÍMAC,ABANCAY,ABANCAY,CENTENARIO,285569,0,54008 DIVINO MAESTRO,A,Matemática,44,584,1,,1,3,18
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,SAN PEDRO DE CACHORA,285650,0,54013 VIRGEN DEL CARMEN,A,Lectura,21,487,1,1,3,10,6
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,SAN PEDRO DE CACHORA,285650,0,54013 VIRGEN DEL CARMEN,A,Matemática,21,480,1,3,1,9,7
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,CURAHUASI,237131,0,54018 RAMON CASTILLA,C,Lectura,59,439,1,1,12,8,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,CURAHUASI,237131,0,54018 RAMON CASTILLA,C,Matemática,59,408,1,6,6,9,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,CURAHUASI,237131,0,54018 RAMON CASTILLA,B,Lectura,59,478,1,,4,8,4
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,CURAHUASI,237131,0,54018 RAMON CASTILLA,B,Matemática,59,484,1,,5,6,5
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,CURAHUASI,237131,0,54018 RAMON CASTILLA,A,Matemática,59,491,1,2,4,8,6
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,URBANA,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,CURAHUASI,237131,0,54018 RAMON CASTILLA,A,Lectura,59,502,1,1,3,7,9
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,PISONAYPATA,237156,0,54020 MICAELA BASTIDAS,B,Lectura,22,457,1,,4,4,1
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,PISONAYPATA,237156,0,54020 MICAELA BASTIDAS,A,Matemática,22,453,1,,5,6,1
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,PISONAYPATA,237156,0,54020 MICAELA BASTIDAS,B,Matemática,22,441,1,2,4,1,2
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30104,APURÍMAC,ABANCAY,CURAHUASI,PISONAYPATA,237156,0,54020 MICAELA BASTIDAS,A,Lectura,22,454,1,,6,6,
2024,ECE 2024,Primaria,CUARTO,UGEL Abancay,ESTATAL,RURAL,POLIDOCENTE COMPLETA,30105,APURÍMAC,ABANCAY,HUANIPACA,HUANIPACA,237255,0,54030 VIRGEN DEL CARMEN,A,Lectura,13,494,1,1,2,6,4
